Index,State/Union Territory,District,Crop,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
4817,Gujarat,Dohad,Wheat,2012,Rabi       ,48700,151300,3.106776181
4818,Gujarat,Dohad,Wheat,2013,Rabi       ,53222,100229,1.883224982
4819,Gujarat,Dohad,Wheat,2014,Rabi       ,54061,102671,1.899169457
4820,Gujarat,Dohad,Wheat,2015,Rabi       ,36421,54816,1.505065759
4821,Gujarat,Dohad,Wheat,2016,Rabi       ,51810,89783,1.732928006
4822,Gujarat,Dohad,Wheat,2017,Rabi       ,43243,105833,2.447401892
4823,Gujarat,Dohad,Wheat,2018,Rabi       ,40213,97513,2.424912342
4824,Gujarat,Dohad,Wheat,2019,Rabi       ,64321,137692,2.140700549
4825,Gujarat,Gandhinagar,Wheat,2010,Rabi       ,35900,117200,3.264623955
4826,Gujarat,Gandhinagar,Wheat,2011,Rabi       ,35100,116200,3.310541311
4827,Gujarat,Gandhinagar,Wheat,2012,Rabi       ,30300,98400,3.247524753
4828,Gujarat,Gandhinagar,Wheat,2013,Rabi       ,36049,124261,3.447002691
4829,Gujarat,Gandhinagar,Wheat,2014,Rabi       ,30924,108095,3.495505109
4830,Gujarat,Gandhinagar,Wheat,2015,Rabi       ,30998,101952,3.288986386
4831,Gujarat,Gandhinagar,Wheat,2016,Rabi       ,27613,92015,3.332307247
4832,Gujarat,Gandhinagar,Wheat,2017,Rabi       ,29753,103709,3.485665311
4833,Gujarat,Gandhinagar,Wheat,2018,Rabi       ,25861,90328,3.492827037
4834,Gujarat,Gandhinagar,Wheat,2019,Rabi       ,29021,102517,3.53251094
4835,Gujarat,Gir Somnath,Wheat,2014,Rabi       ,91600,359118,3.920502183
4836,Gujarat,Gir Somnath,Wheat,2015,Rabi       ,9685,37568,3.878988126
4837,Gujarat,Gir Somnath,Wheat,2016,Rabi       ,58621,221794,3.783524676
4838,Gujarat,Gir Somnath,Wheat,2017,Rabi       ,48827,184957,3.788006636
4839,Gujarat,Gir Somnath,Wheat,2018,Rabi       ,35859,147188,4.104632031
4840,Gujarat,Gir Somnath,Wheat,2019,Rabi       ,53350,222862,4.177357076
4841,Gujarat,Jamnagar,Wheat,2010,Rabi       ,60400,219900,3.640728477
4842,Gujarat,Jamnagar,Wheat,2011,Rabi       ,38100,136900,3.593175853
4843,Gujarat,Jamnagar,Wheat,2012,Rabi       ,4800,11700,2.4375
4844,Gujarat,Jamnagar,Wheat,2013,Rabi       ,42353,173662,4.100347083
4845,Gujarat,Jamnagar,Wheat,2014,Rabi       ,1637,4876,2.978619426
4846,Gujarat,Jamnagar,Wheat,2015,Rabi       ,802,2268,2.827930175
4847,Gujarat,Jamnagar,Wheat,2016,Rabi       ,3524,9968,2.828603859
4848,Gujarat,Jamnagar,Wheat,2017,Rabi       ,7030,25856,3.677951636
4849,Gujarat,Jamnagar,Wheat,2018,Rabi       ,1713,5970,3.485113835
4850,Gujarat,Jamnagar,Wheat,2019,Rabi       ,48489,192715,3.974406566
4851,Gujarat,Junagadh,Wheat,2010,Rabi       ,210000,905900,4.313809524
4852,Gujarat,Junagadh,Wheat,2011,Rabi       ,152300,585500,3.84438608
4853,Gujarat,Junagadh,Wheat,2012,Rabi       ,39700,122600,3.088161209
4854,Gujarat,Junagadh,Wheat,2013,Rabi       ,201127,902658,4.488000119
4855,Gujarat,Junagadh,Wheat,2014,Rabi       ,74660,310518,4.159094562
4856,Gujarat,Junagadh,Wheat,2015,Rabi       ,9115,33854,3.714097641
4857,Gujarat,Junagadh,Wheat,2016,Rabi       ,49865,177212,3.553835356
4858,Gujarat,Junagadh,Wheat,2017,Rabi       ,42956,164284,3.824471552
4859,Gujarat,Junagadh,Wheat,2018,Rabi       ,23645,107742,4.556650455
4860,Gujarat,Junagadh,Wheat,2019,Rabi       ,102036,486756,4.770433965
4861,Gujarat,Kachchh,Wheat,2010,Rabi       ,34800,97000,2.787356322
4862,Gujarat,Kachchh,Wheat,2011,Rabi       ,30600,89800,2.934640523
4863,Gujarat,Kachchh,Wheat,2012,Rabi       ,29900,91600,3.063545151
4864,Gujarat,Kachchh,Wheat,2013,Rabi       ,28849,94985,3.292488475
4865,Gujarat,Kachchh,Wheat,2014,Rabi       ,18463,55581,3.010399177
4866,Gujarat,Kachchh,Wheat,2015,Rabi       ,30038,85795,2.85621546
4867,Gujarat,Kachchh,Wheat,2016,Rabi       ,21292,60120,2.823595717
4868,Gujarat,Kachchh,Wheat,2017,Rabi       ,21327,61787,2.897125709
4869,Gujarat,Kachchh,Wheat,2018,Rabi       ,22674,60142,2.652465379
4870,Gujarat,Kachchh,Wheat,2019,Rabi       ,32437,94823,2.923297469
4871,Gujarat,Kheda,Wheat,2010,Rabi       ,100400,271200,2.701195219
4872,Gujarat,Kheda,Wheat,2011,Rabi       ,76000,220600,2.902631579
4873,Gujarat,Kheda,Wheat,2012,Rabi       ,86000,223500,2.598837209
4874,Gujarat,Kheda,Wheat,2013,Rabi       ,85697,231879,2.70580067
4875,Gujarat,Kheda,Wheat,2014,Rabi       ,64677,166336,2.571795229
4876,Gujarat,Kheda,Wheat,2015,Rabi       ,50021,132190,2.64269007
4877,Gujarat,Kheda,Wheat,2016,Rabi       ,72549,199168,2.745289391
4878,Gujarat,Kheda,Wheat,2017,Rabi       ,80109,227268,2.836984609
4879,Gujarat,Kheda,Wheat,2018,Rabi       ,75318,244109,3.241044637
4880,Gujarat,Kheda,Wheat,2019,Rabi       ,74931,250938,3.348921007
4881,Gujarat,Mahesana,Wheat,2010,Rabi       ,75300,229900,3.05312085
4882,Gujarat,Mahesana,Wheat,2011,Rabi       ,73100,230400,3.151846785
4883,Gujarat,Mahesana,Wheat,2012,Rabi       ,83800,249300,2.974940334
4884,Gujarat,Mahesana,Wheat,2013,Rabi       ,90160,280141,3.107153949
4885,Gujarat,Mahesana,Wheat,2014,Rabi       ,71053,209415,2.94730694
4886,Gujarat,Mahesana,Wheat,2015,Rabi       ,67645,200378,2.962199719
4887,Gujarat,Mahesana,Wheat,2016,Rabi       ,63061,194201,3.079573746
4888,Gujarat,Mahesana,Wheat,2017,Rabi       ,72767,242093,3.326961397
4889,Gujarat,Mahesana,Wheat,2018,Rabi       ,58843,198833,3.379042537
4890,Gujarat,Mahesana,Wheat,2019,Rabi       ,68629,237913,3.466654038
4891,Gujarat,Mahisagar,Wheat,2014,Rabi       ,26186,70192,2.680516306
4892,Gujarat,Mahisagar,Wheat,2015,Rabi       ,17283,35176,2.035294798
4893,Gujarat,Mahisagar,Wheat,2016,Rabi       ,18046,41402,2.294248033
4894,Gujarat,Mahisagar,Wheat,2017,Rabi       ,22018,50461,2.291806704
4895,Gujarat,Mahisagar,Wheat,2018,Rabi       ,16622,45298,2.725183492
4896,Gujarat,Mahisagar,Wheat,2019,Rabi       ,24660,68112,2.762043796
4897,Gujarat,Morbi,Wheat,2014,Rabi       ,20993,87921,4.188110323
4898,Gujarat,Morbi,Wheat,2015,Rabi       ,18058,63920,3.539705394
4899,Gujarat,Morbi,Wheat,2016,Rabi       ,11854,40871,3.447865699
4900,Gujarat,Morbi,Wheat,2017,Rabi       ,15934,52581,3.299924689
4901,Gujarat,Morbi,Wheat,2018,Rabi       ,12893,38927,3.019235244
4902,Gujarat,Morbi,Wheat,2019,Rabi       ,18492,57402,3.104153147
4903,Gujarat,Narmada,Wheat,2010,Rabi       ,4000,13200,3.3
4904,Gujarat,Narmada,Wheat,2011,Rabi       ,4300,13700,3.186046512
4905,Gujarat,Narmada,Wheat,2012,Rabi       ,3500,10500,3
4906,Gujarat,Narmada,Wheat,2013,Rabi       ,3594,11643,3.239565943
4907,Gujarat,Narmada,Wheat,2014,Rabi       ,1941,3502,1.804224627
4908,Gujarat,Narmada,Wheat,2015,Rabi       ,1502,2630,1.750998668
4909,Gujarat,Narmada,Wheat,2016,Rabi       ,1300,2448,1.883076923
4910,Gujarat,Narmada,Wheat,2017,Rabi       ,1243,3510,2.823813355
4911,Gujarat,Narmada,Wheat,2018,Rabi       ,2242,6912,3.082961641
4912,Gujarat,Narmada,Wheat,2019,Rabi       ,1689,5635,3.336293665
4913,Gujarat,Navsari,Wheat,2010,Rabi       ,600,1900,3.166666667
4914,Gujarat,Navsari,Wheat,2011,Rabi       ,300,1000,3.333333333
4915,Gujarat,Navsari,Wheat,2012,Rabi       ,500,1400,2.8
4916,Gujarat,Navsari,Wheat,2013,Rabi       ,304,1001,3.292763158
4917,Gujarat,Navsari,Wheat,2014,Rabi       ,313,872,2.785942492
4918,Gujarat,Navsari,Wheat,2015,Rabi       ,173,430,2.485549133
4919,Gujarat,Navsari,Wheat,2016,Rabi       ,155,423,2.729032258
4920,Gujarat,Navsari,Wheat,2017,Rabi       ,189,582,3.079365079
4921,Gujarat,Navsari,Wheat,2018,Rabi       ,173,533,3.080924856
4922,Gujarat,Navsari,Wheat,2019,Rabi       ,91,304,3.340659341
4923,Gujarat,Panch Mahals,Wheat,2010,Rabi       ,18100,38000,2.099447514
4924,Gujarat,Panch Mahals,Wheat,2011,Rabi       ,29500,71700,2.430508475
4925,Gujarat,Panch Mahals,Wheat,2012,Rabi       ,39100,123300,3.153452685
4926,Gujarat,Panch Mahals,Wheat,2013,Rabi       ,35780,63943,1.787115707
4927,Gujarat,Panch Mahals,Wheat,2014,Rabi       ,22053,41027,1.860381808
4928,Gujarat,Panch Mahals,Wheat,2015,Rabi       ,12614,21340,1.691771048
4929,Gujarat,Panch Mahals,Wheat,2016,Rabi       ,21897,35423,1.617710189
4930,Gujarat,Panch Mahals,Wheat,2017,Rabi       ,12484,23909,1.915171419
4931,Gujarat,Panch Mahals,Wheat,2018,Rabi       ,12040,23766,1.973920266
4932,Gujarat,Panch Mahals,Wheat,2019,Rabi       ,19480,43766,2.246714579
4933,Gujarat,Patan,Wheat,2010,Rabi       ,47800,154800,3.238493724
4934,Gujarat,Patan,Wheat,2011,Rabi       ,43900,137900,3.141230068
4935,Gujarat,Patan,Wheat,2012,Rabi       ,39900,136200,3.413533835
4936,Gujarat,Patan,Wheat,2013,Rabi       ,39950,127508,3.191689612
4937,Gujarat,Patan,Wheat,2014,Rabi       ,37115,106980,2.882392564
4938,Gujarat,Patan,Wheat,2015,Rabi       ,38127,100029,2.623573845
4939,Gujarat,Patan,Wheat,2016,Rabi       ,35761,96049,2.685858897
4940,Gujarat,Patan,Wheat,2017,Rabi       ,37210,100295,2.695377587
4941,Gujarat,Patan,Wheat,2018,Rabi       ,28320,79304,2.800282486
4942,Gujarat,Patan,Wheat,2019,Rabi       ,31753,95825,3.017825087
4943,Gujarat,Porbandar,Wheat,2010,Rabi       ,34600,115200,3.329479769
4944,Gujarat,Porbandar,Wheat,2011,Rabi       ,25200,73100,2.900793651
4945,Gujarat,Porbandar,Wheat,2012,Rabi       ,2400,5700,2.375
4946,Gujarat,Porbandar,Wheat,2013,Rabi       ,34530,117492,3.402606429
4947,Gujarat,Porbandar,Wheat,2014,Rabi       ,17450,59349,3.401088825
4948,Gujarat,Porbandar,Wheat,2015,Rabi       ,2575,7334,2.84815534
4949,Gujarat,Porbandar,Wheat,2016,Rabi       ,7680,21620,2.815104167
4950,Gujarat,Porbandar,Wheat,2017,Rabi       ,7025,24015,3.418505338
4951,Gujarat,Porbandar,Wheat,2018,Rabi       ,1305,4101,3.142528736
4952,Gujarat,Porbandar,Wheat,2019,Rabi       ,23005,80834,3.513757879
4953,Gujarat,Rajkot,Wheat,2010,Rabi       ,170200,678300,3.985311398
4954,Gujarat,Rajkot,Wheat,2011,Rabi       ,113800,451500,3.967486819
4955,Gujarat,Rajkot,Wheat,2012,Rabi       ,7200,25700,3.569444444
4956,Gujarat,Rajkot,Wheat,2013,Rabi       ,132820,568989,4.283910556
4957,Gujarat,Rajkot,Wheat,2014,Rabi       ,13265,53268,4.015680362
4958,Gujarat,Rajkot,Wheat,2015,Rabi       ,15110,56205,3.719722038
4959,Gujarat,Rajkot,Wheat,2016,Rabi       ,17425,64087,3.677876614
4960,Gujarat,Rajkot,Wheat,2017,Rabi       ,60048,218736,3.642685851
4961,Gujarat,Rajkot,Wheat,2018,Rabi       ,5244,20539,3.916666667
4962,Gujarat,Rajkot,Wheat,2019,Rabi       ,139332,494741,3.550806706
4963,Gujarat,Sabar Kantha,Wheat,2010,Rabi       ,150100,402600,2.682211859
4964,Gujarat,Sabar Kantha,Wheat,2011,Rabi       ,149200,389400,2.609919571
4965,Gujarat,Sabar Kantha,Wheat,2012,Rabi       ,154300,456400,2.957874271
4966,Gujarat,Sabar Kantha,Wheat,2013,Rabi       ,179466,526650,2.934539133
4967,Gujarat,Sabar Kantha,Wheat,2014,Rabi       ,86360,274582,3.1795044
4968,Gujarat,Sabar Kantha,Wheat,2015,Rabi       ,84810,249426,2.940997524
4969,Gujarat,Sabar Kantha,Wheat,2016,Rabi       ,74737,214340,2.867923519
4970,Gujarat,Sabar Kantha,Wheat,2017,Rabi       ,89002,289481,3.252522415
4971,Gujarat,Sabar Kantha,Wheat,2018,Rabi       ,77030,257905,3.348111126
4972,Gujarat,Sabar Kantha,Wheat,2019,Rabi       ,95876,330076,3.442738537
4973,Gujarat,Surat,Wheat,2010,Rabi       ,6200,18900,3.048387097
4974,Gujarat,Surat,Wheat,2011,Rabi       ,8000,20700,2.5875
4975,Gujarat,Surat,Wheat,2012,Rabi       ,8100,23100,2.851851852
4976,Gujarat,Surat,Wheat,2013,Rabi       ,3775,9588,2.53986755
4977,Gujarat,Surat,Wheat,2014,Rabi       ,13545,30190,2.228866741
4978,Gujarat,Surat,Wheat,2015,Rabi       ,4837,12348,2.552821997
4979,Gujarat,Surat,Wheat,2016,Rabi       ,4978,12899,2.591201286
4980,Gujarat,Surat,Wheat,2017,Rabi       ,4595,12501,2.720565832
4981,Gujarat,Surat,Wheat,2018,Rabi       ,4860,12207,2.511728395
4982,Gujarat,Surat,Wheat,2019,Rabi       ,3659,9425,2.575840394
4983,Gujarat,Surendranagar,Wheat,2010,Rabi       ,66100,206700,3.127080182
4984,Gujarat,Surendranagar,Wheat,2011,Rabi       ,66900,207100,3.095665172
4985,Gujarat,Surendranagar,Wheat,2012,Rabi       ,33600,94100,2.800595238
4986,Gujarat,Surendranagar,Wheat,2013,Rabi       ,36336,110568,3.042932629
4987,Gujarat,Surendranagar,Wheat,2014,Rabi       ,37090,101560,2.738204368
4988,Gujarat,Surendranagar,Wheat,2015,Rabi       ,30380,93532,3.078736011
4989,Gujarat,Surendranagar,Wheat,2016,Rabi       ,33023,94000,2.846500924
4990,Gujarat,Surendranagar,Wheat,2017,Rabi       ,37792,115820,3.064669771
4991,Gujarat,Surendranagar,Wheat,2018,Rabi       ,29921,65501,2.189131379
4992,Gujarat,Surendranagar,Wheat,2019,Rabi       ,65880,166846,2.532574378
4993,Gujarat,Tapi,Wheat,2010,Rabi       ,5300,17500,3.301886793
4994,Gujarat,Tapi,Wheat,2011,Rabi       ,5400,16800,3.111111111
4995,Gujarat,Tapi,Wheat,2012,Rabi       ,5000,14700,2.94
4996,Gujarat,Tapi,Wheat,2013,Rabi       ,5496,17816,3.241630277
4997,Gujarat,Tapi,Wheat,2014,Rabi       ,4872,12512,2.568144499
4998,Gujarat,Tapi,Wheat,2015,Rabi       ,2792,3549,1.271131805
4999,Gujarat,Tapi,Wheat,2016,Rabi       ,3696,9563,2.587391775
5000,Gujarat,Tapi,Wheat,2017,Rabi       ,3510,8298,2.364102564
5001,Gujarat,Tapi,Wheat,2018,Rabi       ,3711,10356,2.790622474
5002,Gujarat,Tapi,Wheat,2019,Rabi       ,5415,15263,2.818651893
5003,Gujarat,Vadodara,Wheat,2010,Rabi       ,47500,132600,2.791578947
5004,Gujarat,Vadodara,Wheat,2011,Rabi       ,47200,128400,2.720338983
5005,Gujarat,Vadodara,Wheat,2012,Rabi       ,36500,125000,3.424657534
5006,Gujarat,Vadodara,Wheat,2013,Rabi       ,29445,71616,2.432195619
5007,Gujarat,Vadodara,Wheat,2014,Rabi       ,24370,58361,2.394788675
5008,Gujarat,Vadodara,Wheat,2015,Rabi       ,26790,70648,2.637103397
5009,Gujarat,Vadodara,Wheat,2016,Rabi       ,21845,56994,2.609018082
5010,Gujarat,Vadodara,Wheat,2017,Rabi       ,20088,53597,2.668110315
5011,Gujarat,Vadodara,Wheat,2018,Rabi       ,23346,60301,2.582926411
5012,Gujarat,Vadodara,Wheat,2019,Rabi       ,30248,71153,2.352320815
5013,Gujarat,Valsad,Wheat,2011,Rabi       ,200,700,3.5
5014,Gujarat,Valsad,Wheat,2017,Rabi       ,5,15,3
5015,Haryana,Ambala,Rice,2010,Kharif     ,81869,282000,3.444527233
5016,Haryana,Ambala,Rice,2011,Kharif     ,82586,322000,3.898965926
5017,Haryana,Ambala,Rice,2012,Kharif     ,82642,343000,4.150431984
5018,Haryana,Ambala,Rice,2013,Kharif     ,79000,308000,3.898734177
5019,Haryana,Ambala,Rice,2014,Kharif     ,83000,301000,3.626506024
5020,Haryana,Ambala,Rice,2015,Kharif     ,86000,328000,3.813953488
5021,Haryana,Ambala,Rice,2016,Kharif     ,83000,319000,3.843373494
5022,Haryana,Ambala,Rice,2017,Kharif     ,85000,331000,3.894117647
5023,Haryana,Ambala,Rice,2018,Kharif     ,85000,277000,3.258823529
5024,Haryana,Ambala,Rice,2019,Kharif     ,90900,360400,3.96479648
5025,Haryana,Bhiwani,Rice,2010,Kharif     ,21314,44000,2.064370836
5026,Haryana,Bhiwani,Rice,2011,Kharif     ,17520,46000,2.625570776
5027,Haryana,Bhiwani,Rice,2012,Kharif     ,14981,40000,2.670048728
5028,Haryana,Bhiwani,Rice,2013,Kharif     ,16000,35000,2.1875
5029,Haryana,Bhiwani,Rice,2014,Kharif     ,21000,30000,1.428571429
5030,Haryana,Bhiwani,Rice,2015,Kharif     ,25000,53000,2.12
5031,Haryana,Bhiwani,Rice,2016,Kharif     ,28000,64000,2.285714286
5032,Haryana,Bhiwani,Rice,2017,Kharif     ,21700,54700,2.520737327
5033,Haryana,Bhiwani,Rice,2018,Kharif     ,26000,46000,1.769230769
5034,Haryana,Bhiwani,Rice,2019,Kharif     ,26400,53600,2.03030303
5035,Haryana,Charki Dadri,Rice,2017,Kharif     ,9400,17300,1.840425532
5036,Haryana,Charki Dadri,Rice,2018,Kharif     ,10000,24000,2.4
5037,Haryana,Charki Dadri,Rice,2019,Kharif     ,12000,25600,2.133333333
5038,Haryana,Faridabad,Rice,2010,Kharif     ,9550,18000,1.884816754
5039,Haryana,Faridabad,Rice,2011,Kharif     ,11554,28000,2.42340315
5040,Haryana,Faridabad,Rice,2012,Kharif     ,10709,25000,2.334485013
5041,Haryana,Faridabad,Rice,2013,Kharif     ,11000,29000,2.636363636
5042,Haryana,Faridabad,Rice,2014,Kharif     ,11000,30000,2.727272727
5043,Haryana,Faridabad,Rice,2015,Kharif     ,12000,33000,2.75
5044,Haryana,Faridabad,Rice,2016,Kharif     ,12000,33000,2.75
5045,Haryana,Faridabad,Rice,2017,Kharif     ,12000,32400,2.7
5046,Haryana,Faridabad,Rice,2018,Kharif     ,13000,36000,2.769230769
5047,Haryana,Faridabad,Rice,2019,Kharif     ,16900,42400,2.50887574
5048,Haryana,Fatehabad,Rice,2010,Kharif     ,87580,348000,3.973509934
5049,Haryana,Fatehabad,Rice,2011,Kharif     ,87063,325000,3.732929028
5050,Haryana,Fatehabad,Rice,2012,Kharif     ,89639,370000,4.127667645
5051,Haryana,Fatehabad,Rice,2013,Kharif     ,92000,356000,3.869565217
5052,Haryana,Fatehabad,Rice,2014,Kharif     ,99000,366000,3.696969697
5053,Haryana,Fatehabad,Rice,2015,Kharif     ,110000,447000,4.063636364
5054,Haryana,Fatehabad,Rice,2016,Kharif     ,116000,486000,4.189655172
5055,Haryana,Fatehabad,Rice,2017,Kharif     ,117800,513100,4.355687606
5056,Haryana,Fatehabad,Rice,2018,Kharif     ,124000,495000,3.991935484
5057,Haryana,Fatehabad,Rice,2019,Kharif     ,128700,501700,3.898212898
5058,Haryana,Gurgaon,Rice,2010,Kharif     ,5151,14000,2.717918851
5059,Haryana,Gurgaon,Rice,2011,Kharif     ,4803,15000,3.123048095
5060,Haryana,Gurgaon,Rice,2012,Kharif     ,4452,13000,2.920035939
5061,Haryana,Gurgaon,Rice,2013,Kharif     ,5000,16000,3.2
5062,Haryana,Gurgaon,Rice,2014,Kharif     ,5000,16000,3.2
5063,Haryana,Gurgaon,Rice,2015,Kharif     ,5000,15000,3
5064,Haryana,Gurgaon,Rice,2016,Kharif     ,5500,13000,2.363636364
5065,Haryana,Gurgaon,Rice,2017,Kharif     ,5200,13400,2.576923077
5066,Haryana,Gurgaon,Rice,2018,Kharif     ,5000,14000,2.8
5067,Haryana,Gurgaon,Rice,2019,Kharif     ,5400,15700,2.907407407
5068,Haryana,Hisar,Rice,2010,Kharif     ,44733,113000,2.5260993
5069,Haryana,Hisar,Rice,2011,Kharif     ,42921,111000,2.586146642
5070,Haryana,Hisar,Rice,2012,Kharif     ,42070,102000,2.424530544
5071,Haryana,Hisar,Rice,2013,Kharif     ,45000,122000,2.711111111
5072,Haryana,Hisar,Rice,2014,Kharif     ,48000,136000,2.833333333
5073,Haryana,Hisar,Rice,2015,Kharif     ,62000,144000,2.322580645
5074,Haryana,Hisar,Rice,2016,Kharif     ,68000,186000,2.735294118
5075,Haryana,Hisar,Rice,2017,Kharif     ,70000,188000,2.685714286
5076,Haryana,Hisar,Rice,2018,Kharif     ,76000,188000,2.473684211
5077,Haryana,Hisar,Rice,2019,Kharif     ,84400,215500,2.553317536
5078,Haryana,Jhajjar,Rice,2010,Kharif     ,31014,62000,1.999097182
5079,Haryana,Jhajjar,Rice,2011,Kharif     ,30923,67000,2.166672056
5080,Haryana,Jhajjar,Rice,2012,Kharif     ,23128,53000,2.291594604
5081,Haryana,Jhajjar,Rice,2013,Kharif     ,31000,74000,2.387096774
5082,Haryana,Jhajjar,Rice,2014,Kharif     ,35000,83000,2.371428571
5083,Haryana,Jhajjar,Rice,2015,Kharif     ,37000,97000,2.621621622
5084,Haryana,Jhajjar,Rice,2016,Kharif     ,37000,80000,2.162162162
5085,Haryana,Jhajjar,Rice,2017,Kharif     ,40300,98400,2.441687345
5086,Haryana,Jhajjar,Rice,2018,Kharif     ,45000,117000,2.6
5087,Haryana,Jhajjar,Rice,2019,Kharif     ,50900,130400,2.561886051
5088,Haryana,Jind,Rice,2010,Kharif     ,113883,284000,2.493787484
5089,Haryana,Jind,Rice,2011,Kharif     ,114854,297000,2.585891654
5090,Haryana,Jind,Rice,2012,Kharif     ,114012,318000,2.789180086
5091,Haryana,Jind,Rice,2013,Kharif     ,120000,324000,2.7
5092,Haryana,Jind,Rice,2014,Kharif     ,123000,330000,2.682926829
5093,Haryana,Jind,Rice,2015,Kharif     ,129000,313000,2.426356589
5094,Haryana,Jind,Rice,2016,Kharif     ,135000,349000,2.585185185
5095,Haryana,Jind,Rice,2017,Kharif     ,135700,375000,2.763448784
5096,Haryana,Jind,Rice,2018,Kharif     ,141000,382000,2.709219858
5097,Haryana,Jind,Rice,2019,Kharif     ,145800,431300,2.958161866
5098,Haryana,Kaithal,Rice,2010,Kharif     ,158671,436000,2.747824114
5099,Haryana,Kaithal,Rice,2011,Kharif     ,158896,461000,2.901268754
5100,Haryana,Kaithal,Rice,2012,Kharif     ,162461,512000,3.151525597
5101,Haryana,Kaithal,Rice,2013,Kharif     ,158000,520000,3.291139241
5102,Haryana,Kaithal,Rice,2014,Kharif     ,161000,520000,3.229813665
5103,Haryana,Kaithal,Rice,2015,Kharif     ,162000,490000,3.024691358
5104,Haryana,Kaithal,Rice,2016,Kharif     ,162000,552000,3.407407407
5105,Haryana,Kaithal,Rice,2017,Kharif     ,166400,643000,3.864182692
5106,Haryana,Kaithal,Rice,2018,Kharif     ,162000,505000,3.117283951
5107,Haryana,Kaithal,Rice,2019,Kharif     ,174300,621400,3.565117613
5108,Haryana,Karnal,Rice,2010,Kharif     ,172698,461000,2.669399761
5109,Haryana,Karnal,Rice,2011,Kharif     ,165034,501000,3.03573809
5110,Haryana,Karnal,Rice,2012,Kharif     ,170172,572000,3.361305033
5111,Haryana,Karnal,Rice,2013,Kharif     ,162000,570000,3.518518519
5112,Haryana,Karnal,Rice,2014,Kharif     ,172000,556000,3.23255814
5113,Haryana,Karnal,Rice,2015,Kharif     ,172000,528000,3.069767442
5114,Haryana,Karnal,Rice,2016,Kharif     ,175000,555000,3.171428571
5115,Haryana,Karnal,Rice,2017,Kharif     ,174000,661000,3.798850575
5116,Haryana,Karnal,Rice,2018,Kharif     ,175000,586000,3.348571429
5117,Haryana,Karnal,Rice,2019,Kharif     ,180700,679400,3.759822911
5118,Haryana,Kurukshetra,Rice,2010,Kharif     ,119783,383000,3.19744872
5119,Haryana,Kurukshetra,Rice,2011,Kharif     ,121216,459000,3.786628828
5120,Haryana,Kurukshetra,Rice,2012,Kharif     ,110728,477000,4.307853479
5121,Haryana,Kurukshetra,Rice,2013,Kharif     ,118000,489000,4.144067797
5122,Haryana,Kurukshetra,Rice,2014,Kharif     ,131000,461000,3.51908397
5123,Haryana,Kurukshetra,Rice,2015,Kharif     ,120000,441000,3.675
5124,Haryana,Kurukshetra,Rice,2016,Kharif     ,115000,495000,4.304347826
5125,Haryana,Kurukshetra,Rice,2017,Kharif     ,120800,505000,4.180463576
5126,Haryana,Kurukshetra,Rice,2018,Kharif     ,119000,416000,3.495798319
5127,Haryana,Kurukshetra,Rice,2019,Kharif     ,121000,542400,4.482644628
5128,Haryana,Mahendragarh,Rice,2010,Kharif     ,25,0,0
5129,Haryana,Mahendragarh,Rice,2011,Kharif     ,39,,0
5130,Haryana,Mewat,Rice,2010,Kharif     ,6177,17000,2.752145054
5131,Haryana,Mewat,Rice,2011,Kharif     ,6069,18000,2.965892239
5132,Haryana,Mewat,Rice,2012,Kharif     ,4051,13000,3.209084177
5133,Haryana,Mewat,Rice,2013,Kharif     ,5000,16000,3.2
5134,Haryana,Mewat,Rice,2014,Kharif     ,7000,22000,3.142857143
5135,Haryana,Mewat,Rice,2015,Kharif     ,7000,21000,3
5136,Haryana,Mewat,Rice,2016,Kharif     ,9500,22000,2.315789474
5137,Haryana,Mewat,Rice,2017,Kharif     ,11200,32400,2.892857143
5138,Haryana,Mewat,Rice,2018,Kharif     ,11000,30000,2.727272727
5139,Haryana,Mewat,Rice,2019,Kharif     ,10600,26600,2.509433962
5140,Haryana,Palwal,Rice,2010,Kharif     ,33070,91000,2.751738736
5141,Haryana,Palwal,Rice,2011,Kharif     ,32387,88000,2.717139593
5142,Haryana,Palwal,Rice,2012,Kharif     ,30021,83000,2.764731355
5143,Haryana,Palwal,Rice,2013,Kharif     ,34000,88000,2.588235294
